trivials	empty	rule	c2	c3	c4	c5	f1	f2	f3	f4	f5	covPostCases	confidence	lift	globalQuality	withoutTrivial	optimised	iteration	treeNode	simplification	oneCatAltIndex	extLength	covPostCases2	support
347	""	-0.491803278688525	-0.75	-0.53030303030303	-0.420634920634921	-0.587301587301587					""	""	""	""	""	=if(or(A346 = "R";isnumber(match(c346;a$1:a$1000;0));isnumber(match(h346;a$1:a$1000;0));isnumber(match(d346;a$1:a$1000;0));isnumber(match(i346;a$1:a$1000;0));isnumber(match(e346;a$1:a$1000;0));isnumber(match(j346;a$1:a$1000;0));isnumber(match(f346;a$1:a$1000;0));isnumber(match(k346;a$1:a$1000;0));isnumber(match(g346;a$1:a$1000;0));isnumber(match(l346;a$1:a$1000;0)));0;p346)	From Tree node	22	55	""	""	""	""	""
348	""	 	 	 	 	 	 	 	 	 	""	""	""	""	""	=if(or(A346 = "R";isnumber(match(c346;a$1:a$1000;0));isnumber(match(h346;a$1:a$1000;0));isnumber(match(d346;a$1:a$1000;0));isnumber(match(i346;a$1:a$1000;0));isnumber(match(e346;a$1:a$1000;0));isnumber(match(j346;a$1:a$1000;0));isnumber(match(f346;a$1:a$1000;0));isnumber(match(k346;a$1:a$1000;0));isnumber(match(g346;a$1:a$1000;0));isnumber(match(l346;a$1:a$1000;0)));0;p346)	From Tree node	22	55	""	""	""	""	""
349	""	Purpose %in% c(" A40", " A42", " A45", " A46")	Property %in% c(" A123")	Telephone %in% c(" A191")	CreditAmount< 1200	" "	Purpose	Property	Telephone	CreditAmount	" "	0.0533333333333333	0.842105263157895	2.81	0.0112280701754386	=if(or(A350 = "R";isnumber(match(c350;a$1:a$1000;0));isnumber(match(h350;a$1:a$1000;0));isnumber(match(d350;a$1:a$1000;0));isnumber(match(i350;a$1:a$1000;0));isnumber(match(e350;a$1:a$1000;0));isnumber(match(j350;a$1:a$1000;0));isnumber(match(f350;a$1:a$1000;0));isnumber(match(k350;a$1:a$1000;0));isnumber(match(g350;a$1:a$1000;0));isnumber(match(l350;a$1:a$1000;0)));0;p350)	SingleCatAlt	0000	55	1	1	4	16	19
350	""	0.363449691991786	0.307228915662651	0.313758389261745	0.304878048780488						""	""	""	""	""	=if(or(A350 = "R";isnumber(match(c350;a$1:a$1000;0));isnumber(match(h350;a$1:a$1000;0));isnumber(match(d350;a$1:a$1000;0));isnumber(match(i350;a$1:a$1000;0));isnumber(match(e350;a$1:a$1000;0));isnumber(match(j350;a$1:a$1000;0));isnumber(match(f350;a$1:a$1000;0));isnumber(match(k350;a$1:a$1000;0));isnumber(match(g350;a$1:a$1000;0));isnumber(match(l350;a$1:a$1000;0)));0;p350)	SingleCatAlt	0000	55	1	1	""	""	""
351	""	-0.548387096774194	-0.532258064516129	-0.692307692307692	-0.506329113924051						""	""	""	""	""	=if(or(A350 = "R";isnumber(match(c350;a$1:a$1000;0));isnumber(match(h350;a$1:a$1000;0));isnumber(match(d350;a$1:a$1000;0));isnumber(match(i350;a$1:a$1000;0));isnumber(match(e350;a$1:a$1000;0));isnumber(match(j350;a$1:a$1000;0));isnumber(match(f350;a$1:a$1000;0));isnumber(match(k350;a$1:a$1000;0));isnumber(match(g350;a$1:a$1000;0));isnumber(match(l350;a$1:a$1000;0)));0;p350)	SingleCatAlt	0000	55	1	1	""	""	""
352	""	 	 	 	 	 	 	 	 	 	""	""	""	""	""	=if(or(A350 = "R";isnumber(match(c350;a$1:a$1000;0));isnumber(match(h350;a$1:a$1000;0));isnumber(match(d350;a$1:a$1000;0));isnumber(match(i350;a$1:a$1000;0));isnumber(match(e350;a$1:a$1000;0));isnumber(match(j350;a$1:a$1000;0));isnumber(match(f350;a$1:a$1000;0));isnumber(match(k350;a$1:a$1000;0));isnumber(match(g350;a$1:a$1000;0));isnumber(match(l350;a$1:a$1000;0)));0;p350)	SingleCatAlt	0000	55	1	1	""	""	""
353	""	Housing %in% c(" A151", " A153")	InstallmentRate>=2.5	Job %in% c(" A172", " A173")	Property %in% c(" A123")	" "	Housing	InstallmentRate	Job	Property	" "	0.0566666666666667	0.772727272727273	2.58	0.0109469696969697	=if(or(A354 = "R";isnumber(match(c354;a$1:a$1000;0));isnumber(match(h354;a$1:a$1000;0));isnumber(match(d354;a$1:a$1000;0));isnumber(match(i354;a$1:a$1000;0));isnumber(match(e354;a$1:a$1000;0));isnumber(match(j354;a$1:a$1000;0));isnumber(match(f354;a$1:a$1000;0));isnumber(match(k354;a$1:a$1000;0));isnumber(match(g354;a$1:a$1000;0));isnumber(match(l354;a$1:a$1000;0)));0;p354)	From Tree node	00000022	31	""	""	4	17	22
354	""	0.397212543554007	0.322274881516588	0.291566265060241	0.307228915662651						""	""	""	""	""	=if(or(A354 = "R";isnumber(match(c354;a$1:a$1000;0));isnumber(match(h354;a$1:a$1000;0));isnumber(match(d354;a$1:a$1000;0));isnumber(match(i354;a$1:a$1000;0));isnumber(match(e354;a$1:a$1000;0));isnumber(match(j354;a$1:a$1000;0));isnumber(match(f354;a$1:a$1000;0));isnumber(match(k354;a$1:a$1000;0));isnumber(match(g354;a$1:a$1000;0));isnumber(match(l354;a$1:a$1000;0)));0;p354)	From Tree node	00000022	31	""	""	""	""	""
355	""	-0.321212121212121	-0.541666666666667	-0.580645161290323	-0.518518518518518						""	""	""	""	""	=if(or(A354 = "R";isnumber(match(c354;a$1:a$1000;0));isnumber(match(h354;a$1:a$1000;0));isnumber(match(d354;a$1:a$1000;0));isnumber(match(i354;a$1:a$1000;0));isnumber(match(e354;a$1:a$1000;0));isnumber(match(j354;a$1:a$1000;0));isnumber(match(f354;a$1:a$1000;0));isnumber(match(k354;a$1:a$1000;0));isnumber(match(g354;a$1:a$1000;0));isnumber(match(l354;a$1:a$1000;0)));0;p354)	From Tree node	00000022	31	""	""	""	""	""
356	""	 	 	 	 	 	 	 	 	 	""	""	""	""	""	=if(or(A354 = "R";isnumber(match(c354;a$1:a$1000;0));isnumber(match(h354;a$1:a$1000;0));isnumber(match(d354;a$1:a$1000;0));isnumber(match(i354;a$1:a$1000;0));isnumber(match(e354;a$1:a$1000;0));isnumber(match(j354;a$1:a$1000;0));isnumber(match(f354;a$1:a$1000;0));isnumber(match(k354;a$1:a$1000;0));isnumber(match(g354;a$1:a$1000;0));isnumber(match(l354;a$1:a$1000;0)));0;p354)	From Tree node	00000022	31	""	""	""	""	""
